NewsML,Labels
"Debt-laden Eurotunnel faced fresh financial pressure on Wednesday in the wake of the fire which swept through a main tunnel leaving a trail of damage, no running services and shaken consumer confidence. Just one month after coming back from the brink of bankruptcy with a restructuring of nine billion pounds ($15 billion) of debt, the company faced uncertainy once again as one of its two rail tunnels remained shut pending a safety review. Analysts said the modest fall in Eurotunnel shares since Monday's fire was about right, however, and few believed there would be long-term damage to customer confidence. Eurotunnel has warned of reduced services for weeks ahead as repair work goes ahead and eats into revenues. And one source close to Eurotunnel told Reuters that the cost of repairs may be heavier than first thought. ""The cost will be millions (of pounds) and could get into double figures, it you consider the damage to the 15 wagons and a locomotive, plus severe tunnel damage."" He added that track sections may also need replacing after buckling in the intense heat. While the tunnel remains shut, Eurotunnel is losing revenues at the rate of one million pounds a day. It also faces the cost of compensating passengers and tranferring them by air or ferry. A Eurotunnel spokesman said all these costs should be covered by insurance, however. ""It will have very little impact,"" said one analyst. ""Transport disasters are always newsworthy but the bad publicity will soon fade away. Eurotunnel will be financially damaged, but you have to look at it in relation to the nine billion of debt."" The ferries have been scooping up extra business from big freight customers like TNT, which said it would be using the ferries more as a result of the tunnel fire. Andrew Darke, analyst at Williams de Broe, said ""There's clearly going to be some emotional reaction, but I expect it to be short-lived. After all passenger numbers rose after the Herald of Free Enterprise (ferry) disaster nine years ago. ""Disasters don't stop people travelling. People still go shopping in London despite IRA bombs,"" he said. Eurotunnel had around 45 percent of the cross-Channel ferry market before the fire -- a share won partly by waging a cut-throat price-war with the ferries, which have since proposed linking up to battle against their tunnel rival. Swedish ferry giant Stena Line and P&amp;O agreed to merge in October and are awaiting clearance from competition bodies. Darke said P&amp;O's chances of clearance had been boosted by the tunnel disaster. The verdict is due later this month. ""The government wants a viable alternative to the tunnel for emergencies like this. That means the ferry business has to be economically viable. So the fire has probably improved the chances of the merger being approved."" Last month Eurotunnel agreed a debt deal with its banks, giving them 45.5 percent of the company in return for wiping out one billion pounds of debt. The deal fixed and capped interest payments and the company said it would be unable to pay a dividend for 10 years as it uses cash flow to service its debt. Some analysts, such as UBS, remain sceptical, pointing out that the tunnel's present cash flow of 150-200 million pounds per annum over its remaining 52-year concession to operate the tunnel comes in at six billion pounds, still well short of the total remaining debt. Eurotunnel shares on Tuesday were at 86-1/2pence, down 1-1/2, compared to the 544 pence high touched on December 31 1993. In Paris, the shares were down 20 centimes at 7.5 francs. ($1=.5950 Pound) ",EdnaFernandes
"Debt-laden Eurotunnel faced fresh financial pressure on Wednesday in the wake of the fire which swept through a main tunnel leaving a trail of damage, no running services and shaken consumer confidence. Just one month after coming back from the brink of bankruptcy with a restructuring of nine billion pounds ($15 billion) of debt, the company faced uncertainy once again as one of its two rail tunnels remained shut pending a safety review. Analysts said the modest fall in Eurotunnel shares since Monday's fire was about right, however, and few believed there would be long-term damage to customer confidence. Eurotunnel has warned of reduced services for weeks ahead as repair work goes ahead and eats into revenues. And one source close to Eurotunnel told Reuters that the cost of repairs may be heavier than first thought. ""The cost will be millions (of pounds) and could get into double figures, it you consider the damage to the 15 wagons and a locomotive, plus severe tunnel damage."" He added that track sections may also need replacing after buckling in the intense heat. While the tunnel remains shut, Eurotunnel is losing revenues at the rate of one million pounds a day. It also faces the cost of compensating passengers and tranferring them by air or ferry. A Eurotunnel spokesman said all these costs should be covered by insurance, however. ""It will have very little impact,"" said one analyst. ""Transport disasters are always newsworthy but the bad publicity will soon fade away. Eurotunnel will be financially damaged, but you have to look at it in relation to the nine billion of debt."" The ferries have been scooping up extra business from big freight customers like TNT, which said it would be using the ferries more as a result of the tunnel fire. Andrew Darke, analyst at Williams de Broe, said ""There's clearly going to be some emotional reaction, but I expect it to be short-lived. After all passenger numbers rose after the Herald of Free Enterprise (ferry) disaster nine years ago. ""Disasters don't stop people travelling. People still go shopping in London despite IRA bombs,"" he said. Eurotunnel had around 45 percent of the cross-Channel ferry market before the fire -- a share won partly by waging a cut-throat price-war with the ferries, which have since proposed linking up to battle against their tunnel rival. Swedish ferry giant Stena Line and P&amp;O agreed to merge in October and are awaiting clearance from competition bodies. Darke said P&amp;O's chances of clearance had been boosted by the tunnel disaster. The verdict is due later this month. ($1=.5950 Pound) ",EdnaFernandes
"Drugs giant Glaxo Wellcome Plc bought the remaining 50 percent of its Japanese joint venture Nippon Glaxo for 354 million pounds ($596 million) on Thursday in its quest for growth in the world's second biggest market. Analysts in London said they had long expected the buy-out of Japanese partner Shin Nihon Jitsugyo Co Ltd, which will also get a 7.7 million pounds (1.38 billion) payout in lieu of the 1996 dividend. Nippon Glaxo develops, produces and markets prescription medicines across Japan and has net assets of 30.7 billion yen ($275.3 million), as valued on June 30. Its post-tax profit for the six months to June 30 was 2.5 billion yen. After setting up a series of Japanese joint ventures since the early 1980s, Glaxo has moved to take them over in a bid to carve a share in Japan's lucrative marketplace, second only to the U.S. in terms of profitability and sales to the group. Seven percent of Glaxo Wellcome's profits stem from Japan, which represents 20 percent of the world market itself. One London-based pharmaceuticals analyst said: ""The deal will be slightly earnings enhancing as it's financed by debt and Japanese interest rates are low at half a percent."" The move to take over ventures in Japan would allow the group to accelerate growth plans by launching new products there, including its new respiratory treatments for asthma and the new herpes treatment Valtrex which replaces Zovirax. Another analyst agreed that Japan offered a notable expansion opportunity, saying: ""It's obviously one of the leading growth markets for Glaxo."" But shares in Glaxo showed little response, falling a modest 3.5 pence to 950 in London. Under the deal, Hiroshi Konishi, president of Nippon Glaxo, and Akira Konishi, vice-president and general manager, will give up these positions but remain members of Nippon Glaxo's board, Glaxo Wellcome said. Nippon Glaxo had net assets at June 30 of 30.7 billion yen, or 180 million pounds. Its profits after tax for the six months ended June 30 were 2.5 billion yen. ($1=.5940 Pound) ($1=111.5 Yen) ",EdnaFernandes
"The UK construction industry expects to get the cold shoulder from the Chancellor of the Exchequer (Finance Minister)again this year, with industry leaders predicting continued cutbacks in infrastructure spending in next Tuesday's budget. Building industry leaders say they expect no more than a few crumbs from Chancellor Kenneth Clarke next week and are forecasting even more pressure on roads spending, with some rumours that Clarke will take a further slice off the road budget this year. ""If ever there was going to be a budget with severe cuts, it's this one, which needs to make room for pre-election tax cuts,"" said Graham Watts, chief executive of industry lobby group the Construction Industry Council. As far as the housing market goes, builders are unanimous in their call for no sharp shocks to disturb the market's equilibrium. That means steady inflation and interest rates, plus no more reduction in mortgage interest tax relief, groups like the Building Employers Federation say. On the spending side, The British Road Federation, embracing builders, motor groups and oil companies, said the road budget had been cut by 25 percent in the last two years. ""We expect to see a further contraction by 200 million pounds ($337 million),"" said Federation spokesman Mark Glover ""It's already been cut for the last four years."" Spending on new roads and maintenance by government offshoot the Highways Agency was 2.04 billion pounds in 1994/95, falling to 1.75 billion pounds in 1995/96 and is expected to be down to 1.5 billion this financial year. The forecast for the year 1997/98 is seen dipping again. These cutbacks, plus reduced state investment in rail since privatisation, and the fact that hospitals are now under constrained regional budgets, have resulted in the building industry remaining in recession years after the rest of the economy moved into recovery, lobbyists claim. Few industry leaders hope for a spending increase, but they would like to see a spending freeze at best. The other issue on the construction industry's wish-list is for the Chancellor to break the log-jam holding up the private finance initiative (PFI) -- which aims to get private capital flowing into public sector projects. The PFI has replaced a lot of fresh government spending, but the frequent hold-ups to project awards due to red-tape have ",EdnaFernandes
"Christian Salvesen moved to silence critics on Monday with plans to demerge its Aggreko business and make a 150 million pound ($253 million) special payout just months after shunning a 1.1 billion hostile bid. Chris Masters, chief executive of the transport to services group, said his plans offered much better shareholder value than a rejected cash and paper bid from Hays Plc in the summer. Masters said the demerger of its Aggreko equipment hire business was the culmination of a six year restructuring process which was now boosting the Edinburgh-based company's results. Earnings unveiled on Monday showed first-half pretax profits unveiled surged to 51.6 million pounds from 45.0 million. Sales rose to 383.1 million pounds from 345.9 million. ""The board intends to pay special dividends totalling 150 million pounds, to continue the process of realising non-core assets and to demerge Aggreko within the next financial year,"" the company said in a statement. In addition to an ordinary dividend of 3.8 pence per share for the half year, the group intends to pay an enhanced dividend of 17 pence now at a cost of about 50 million pounds. ""A foreign income dividend of approximately 100 million pounds will be paid before the end of March 1997,"" it said. ""The special dividends... represent the amount which the board considers the company should prudently pay, from both a borrowing capacity and tax perspective,"" Salvesen concluded. Masters said in an interview the 150 million pound special dividend and demerger plan for the Aggreko hire business compared favourably with the 390 pence a share bid from business support company Hays that was dropped in August. Plans for the demerger and special payout had been long rumoured, although earlier estimates said the special dividend had been expected to be worth 200 million. Press reports put the value of the Aggreko demerger at around 400 million pounds. Salvesen is due to brief institutional investors about its plans over the next two weeks. Some investors expressed disappointment earlier this year that the Hays offer was rejected, complaining about the severe underperformance of Salvesen's shares in the run-up to the bid. By mid-afternoon Salvesen's shares were trading at 327-1/2 pence per share, up three and a half pence but off their highs for the day of 332. In the months to August the shares underperformed the sector by 30 percent from the start of 1996 and by 10 percent against the FT-All Share index. Since Salvesen rejected the bid, the shares have improved significantly and are currently outperforming the sector by 34 percent and the FT-All Share by 22 percent. ($1=.5941 Pound) ",EdnaFernandes
"Christian Salvesen, the transport to business services group which rejected a 1.1 billion pound hostile takeover from Hays, said on Monday its special dividend and power unit demerger gave ""much better"" shareholder value. Chris Masters, Salvesen chief executive, told Reuters in an interview ""I think this (plan) is much better"" and ""more in the interests of our shareholders."" He said he thought the 150 million pounds special dividend and demerger plan for the Aggreko hire business compared favorably with the rejected 390 pence per share bid from Hays, ditched in August.   Masters said the plan to spin off the fast-growing hire group Aggreko was the culmination of a six-year restructuring strategy. He added that a review to deliver shareholder value had already been underway before the hostile Hays bid was made in the summer. The path chosen by the board made the best financial sense in tax terms as well, he added. He said the Aggreko business was now ready to go it alone and had strong growth prospects. ""It now operates in 20 countries and is a global market leader,"" he said.   The logistics business, which will remain within the Salvesen group, also offered strong growth potential, said Masters. ""In Europe, logistics got half of its profits from food two years ago. Now that figure is less than 30 percent. Industrial logistics is growing at twenty percent per annum and the consumer business is growing at around 15 percent, with food manufacturing business also offering strong growth thanks to European deregulation."" Christian Salvesen will be making its case to institutional shareholders over the next two weeks, said Masters, in a bid to persuade them that this package offers a better deal than the 1.1 billion takeover bid from Hays. The board has been under pressure to deliver after suffering share price underperformance earlier this year against the Financial Times All Share index. --London newsroom +44 171 5427717 ",EdnaFernandes
"Debt-laden Eurotunnel is awaiting the outcome of insurer investigations into the costs of the major fire aboard a freight train last week. Lead insurer Union des Assurances De Paris (UAP) said on Tuesday it was ""impossible to quantify yet the cost of the damage."" ""Up to now, there is no reliable estimate of the amount of damage caused by the fire on November 18 in the south tunnel,"" it said, adding its maximum residual risk was 75 million francs ($14.4 million). Eurotunnel said in a statement earlier that it will hold a press conference to update the situation on Wednesday. The beleaguered tunnel operator also said the investigating judge had finished his inspection of the scene of the blaze, but insurers and company engineers were continuing to investigate. The latest statements were made amid rife speculation on the cost of the fire, including unconfirmed reports of total insured costs of as much as 200 million pounds ($334 million). Current restrictions caused by fire damage are costing the group a million pounds in lost revenue every day. Eurotunnel was also hit this week by reports of possible claims from companies operating the Eurostar high-speed train service which runs through the tunnel. Eurostar's British owners, the London and Continental Railways consortium, said there were provisions in its contract with Eurotunnel for reduced access charges if the tunnel was partially or fully closed. Eurotunnel's spokeswoman said reduced access meant Eurostar (and possibly its French and Belgian counterparts) could see ""a reduction to their payment."" She reiterated that Eurotunnel is fully insured. ""The insurance should cover loss of business, the rolling stock, damage to the tunnel, compensation,"" she said. The company declined to comment further at this stage. One source close to Eurotunnel said last week that the cost of fire damage alone to freight and to the tunnel could run to tens of millions of pounds. ""The cost will be millions (of pounds) and could get into double figures, if you consider the damage to the 15 wagons and a locomotive, plus severe tunnel damage,"" said the source. The cost of replacing a whole train was estimated at around 25 million pounds. A senior source close to Eurotunnel insurers told Reuters on Tuesday that the cost of replacing rolling stock could be ""in the range of mid- to late-teens (of millions of pounds)."" Adding to uncertainty surrounding insurance cover was the possibility that any payout could be affected by suggestions that the train was on fire before entering the tunnel. However, analysts seem confident the costs would be covered. But some said the level of losses caused by the fire were belittled by the scale of Eurotunnel's total debts. ""In relation to Eurotunnel's other financial problem of 8.8 billion (pounds) in debt anything else is incidental, even if the fire cost is 200 million at worst,"" one analyst said. Since the fire, Eurotunnel's shares have fallen from a close of 91-1/2 pence on November 18 before the fire broke out to 77-1/2 by the close on Tuesday. ($1=5.190 French Franc) ($1=.5990 Pound) ",EdnaFernandes
"Britain's top fraud watchdog, the Serious Fraud Office (SFO) on Wednesday launched an investigation into former bosses of Wickes Plc, the do-it-yourself retailer rocked by accounting irregularities worth tens of millions of pounds. ""The SFO has launched an investigation into the former senior management of Wickes,"" an SFO spokesman told Reuters. It said the probe was being carried out jointly with the British police fraud squad in London. Investigators are now expected to interview the ex-chairman and chief executive Henry Sweetbaum who resigned from the group in the summer, former finance director Trefor Llewellyn who is now at Caradon Plc, and the former buying and commercial directors. ""No-one has been arrested or charged and we have not executed any search warrants,"" the SFO spokesman said, adding that it had taken on the case on November 20 but had not announced its involvement ""for operational reasons."" Wickes uncovered the accounting scam in June. The discrepancies date back five years and led to a 51 million stg overstatement of profits which will be wiped off shareholder funds. The news led to a boardroom shake-up last summer and a three-and-a-half month internal inquiry by accountants Price Waterhouse and law firm Linklaters &amp; Paine. ""These investigations have led to the SFO having the reasonable grounds it requires to be able to launch a criminal investigation,"" said the SFO spokesman. Meanwhile, Wickes is trying to salvage its business which was shaken by the summer's events. Its shares remain frozen at 69 pence per share and it is planning to restate profits next month and launch details of a refinancing rights issue of between 30 and 40 million pounds. A Wickes spokesman told Reuters those plans were ""well advanced."" It is also close to deciding on a new chief executive, with two to three candidates shortlisted including an internal candidate. The former chief Sweetbaum said last month that he accepted ""ultimate responsibility"" for what happened under his regime. He has agreed to repay his 1.2 million pounds in bonuses including tax. Former finance chief Llewellyn has also agreed to repay his bonus of 485,000 pounds for 1995. Moves to refinance the group will help cut gearing to around 70 percent said analysts, who believe it will be far from easy to raise the rights issue cash needed to put the company back on the road to recovery. Shares are not expected to resume trading until early 1997. ",EdnaFernandes
"Britain's fraud watchdog, the Serious Fraud Office (SFO) on Wednesday launched an investigation into former bosses of Wickes Plc, the do-it-yourself retailer rocked by accounting irregularities worth tens of millions of pounds. ""The SFO has launched an investigation into the former senior management of Wickes,"" an SFO spokesman told Reuters. It said the probe was being carried out jointly with the British police fraud squad in London. Investigators are now expected to interview the ex-chairman and chief executive Henry Sweetbaum who resigned from the group in the summer, former finance director Trefor Llewellyn who is now at Caradon Plc, and the former buying and commercial directors. ""No-one has been arrested or charged and we have not executed any search warrants,"" the SFO spokesman said, adding that it had taken on the case on November 20 but had not announced its involvement ""for operational reasons"". Wickes uncovered the accounting scam in June. The discrepencies date back five years and led to a 51 million pound ($85.62 million) overstatement of profits which will be wiped off shareholder funds. The news led to a boardroom shake-up last summer and a three and a half month internal inquiry by accountants Price Waterhouse and law firm Linklaters &amp; Paine. ""These investigations have led to the SFO having the reasonable grounds it requires to be able to launch a criminal investigation,"" said the SFO spokesman. Meanwhile, Wickes is trying to salvage its business which was shaken by the summer's events. Its shares remain frozen at 69 pence per share and it is planning to restate profits next month and launch details of a refinancing rights issue of between 30 and 40 million pounds. A Wickes spokesman told Reuters those plans were ""well advanced."" It is also close to deciding on a new chief executive, with two to three candidates shortlisted including an internal candidate. The former chief Sweetbaum said last month that he accepted ""ultimate responsibility"" for what happened under his regime. He has agreed to repay his 1.2 million pounds in bonuses including tax. former finance chief Llewellyn has also agreed to repay his bonus of 485,000 pounds for 1995. Moves to refinance the group will help cut gearing to around 70 percent said analysts, who believe it will be far from easy to raise the rights issue cash needed to put the company back on the road to recovery. Shares are not expected to resume trading until early 1997. ($1=.5956 Pound) ",EdnaFernandes
"Stagecoach, the British bus and rail group which has seen its share price grow fivefold in three years, Thursday posted a bumper 127 percent rise in first-half profits, boosting its stock to a record high. The Scottish-based group, which has enjoyed explosive growth since its flotation in 1993, said half year pre-tax profits climbed to a record 47 million pounds ($79 million). The half year dividend rose 43 percent to 3 pence (5 cents) a share and group revenues leapt to 405 million pounds ($679.0 million) from 198.8 million ($333.3 million). Chairman Brian Souter called the results excellent. Shares in Stagecoach were up 45.5 pence (76.28 cents) at 629 ($10.54) by 1350 GMT (8:50 a.m. EST), leading a fleet of other bus companies higher in its wake. Go-Ahead Group rose 15 pence to 411.5 ($6.90) and Cowie Group added 5.5 pence (9.2 cents) to 396p ($6.63). ""It's good news all round. The profits are two million ($3.4 million) above what I expected. We're upgrading our year forecast by five million ($8.4 million) to 97 million pounds ($162.6 million),"" said UBS analyst Richard Hannah. The results were the first since the group's high profile acquisitions of British rail rolling stock company Porterbrook and the Swedish bus group Swebus. ""The integration of Porterbrook and Swebus is proceeding and I am confident of a successful outcome,"" said Souter. Porterbook and the bus operations were the real driver behind the growth in profits. The figures were also flattered by a one-off gain of 15 million pounds ($25.1 million) from the sale of a 21.7 percent stake in Strathclyde Buses. This was reflected in the high half-year payout. Porterbook's profits were better than expected at 13.5 million pounds ($22.6 million) in the six weeks since it was acquired. ""That's about two million ($3.4 million) profit a week on operating profit margins of 40 percent,"" said Hannah. Stagecoach finance director Keith Cochrane said operating profits would ease slightly in the latter part of the year as the company took on ""on-going expenditure for maintenance."" He forecast Porterbrook would still perform strongly, although margins would not be as high as in the first six weeks. Total sales in the bus operation rose to 232.2 million pounds ($389.3 million) against 189.2 million ($317.2 million), yielding profits of 34.6 million ($58 million) versus 29.0 million ($48.6 million). South West Trains, a new business, saw sales of 128 million pounds ($214.6 million) and profits of 500,000 pounds ($838,222). Porterbrook sales were 33.6 million pounds ($56.3 million), with 13.5 million ($22.6 million) profit and Swebus sales came in at 11.3 million ($18.9 million), with 600,000 pounds ($1 million) in profit. Stagecoach, which started out as a brother and sister team in Scotland, was floated in 1993 at 112 pence ($1.87) a share. The share price has doubled this year. ",EdnaFernandes
"Stagecoach, the British bus and rail group which has seen its shareprice grow fivefold in three years, saw its stock hit a record high on Thursday after posting a bumper 127 percent rise in first half profits. The Scottish-based group which has enjoyed explosive growth since its flotation in 1993, said half year pre-tax profits climbed to a record 47 million pounds ($79 million). The half year dividend rose 43 percent to three pence a share and group turnover leapt to 405 million pounds from 198.8 million. Chairman Brian Souter called the results excellent. Shares in Stagecoach were up 45.5 pence at 629 by 1350 GMT, leading a fleet of other bus companies higher in its wake. Go-Ahead Group rose 15 pence to 411.5 and Cowie Group added 5.5 pence to 396p. ""It's good news all round. The profits are two million above what I expected. We're upgrading our year forecast by five million to 97 million pounds,"" said UBS analyst Richard Hannah. The results were the first since the group's high profile acquisitions of British rail rolling stock company Porterbrook and the Swedish bus group Swebus. ""The integration of Porterbrook and Swebus is proceeding and I am confident of a successful outcome,"" said Souter. Porterbook and the bus operations were the real driver behind the growth in profits. The figures were also flattered by a one-off gain of 15 million pounds from the sale of a 21.7 percent stake in Strathclyde Buses. This was reflected in the high half year payout. Porterbook's profits were better than expected at 13.5 million pounds in the six weeks since it was acquired. ""That's about two million profit a week on operating profit margins of 40 percent,"" said Hannah. Stagecoach finance director Keith Cochrane said operating profits would ease slightly in the latter part of the year as the company took on ""on-going expenditure for maintenance"". He forecast Porterbrook would still perform strongly, although margins would not be as high as in the first six weeks. Total sales in the bus operation rose to 232.2 million pounds against 189.2 million, yielding profits of 34.6 million versus 29.0 million. South West Trains, a new business, saw sales of 128 million pounds and profits of 500,000 pounds. Porterbrook sales were 33.6 million pounds, with 13.5 million profit and Swebus sales came in at 11.3 million, with 600,000 pounds in profit. Stagecoach, which started out as a brother and sister team in Scotland, was floated in 1993 at 112 pence a share. The share price has doubled this year. ($1=.5956 Pound) ",EdnaFernandes
"The British government on Thursday referred a proposed merger of key cross-Channel ferry services provided by Britain's P&amp;O and Sweden's Stena Line to its main competition watchdog for investigation. Ian Lang, president of the Board of Trade, said he had asked the Monopolies and Mergers Commission (MMC) to study competition effects of the deal -- hatched to help the ferry giants counter the impact on the market of Eurotunnel's Channel Tunnel. Most Eurotunnel services, including its own passenger and freight shuttles and intercity rail trains run by Eurostar, were suspended following a serious fire last week. Although the government gave no explanation of its motives for the review, both P&amp;O and share analysts said it seemed to be partly motivated by Eurotunnel's suspension of services. P&amp;O immediately slammed the move, calling it ""totally unnecessary"". Its shares dipped on the news, and were down 6-1/2 pence at 589 1/2 pence by 1300 GMT. P&amp;O chairman Lord Sterling said the two ferry companies' plans had now been ""kicked into touch for three months,"" as the MMC has been given until March 6, 1997 to review the deal. The two old shipping rivals unveiled plans in October to join forces on three routes across the English Channel, in response to the swift progress made by the tunnel in grabbing a 40 percent market share on the route two years after opening. The tunnel opted for an aggressive pricing policy as it built up its market presence, cutting deep into the ferry lines' profits as firms led by P&amp;O European Ferries and Stena Sealink responded with parallel price-cuts and expensive extra ships. The ferry duo's planned merger was designed to rationalise their capacity on the key short-sea section where the Channel is at its narrowest, crossing times are short and competition for millions of passengers and freight units a year is most fierce. The ferry giants said the link-up would allow them to slash 75 million pounds ($126 million) off a combined fixed cost base of 280 million pounds, as well as building up cash generation. P&amp;O's Sterling argued on Thursday that Eurotunnel's fire had done nothing to change the economic arguments for a ferry link-up to remove excess capacity. ""Although the tunnel is temporarily out of action due to the unfortunate fire, I cannot see how the MMC reference will change the underlying situation,"" the statement quoted him as saying. With Eurotunnel taking 45 percent of the market, P&amp;O added, ""it is difficult to see that there is any competition concern that requires investigation."" James Halstead, analyst at Credit Lyonnais Laing in London, said the referral decision was slightly unexpected and disappointing for the market. ""They were effectively given the green light in the summer by the government when the injunction on a merger was removed, and the government saw the impact on business after the Channel Tunnel opened. We thought there would be no problem,"" he said. In Sweden, Stena Line's shares dipped 0.80 crowns to 28.50 after the news. ($1=.5956 Pound) ",EdnaFernandes
"Stagecoach Plc, the bus to rail operator which has seen its shareprice double in under a year, said on Thursday it expected ongoing progress in dividend growth after reporting record profits of 47 million stg. Keith Cochrane, finance director, told Reuters ""We expect ongoing progress in our second half dividend,"" even after raising the interim payout by 43 percent to three pence. But he pointed out that the first dividend reflected the 15 million stg profit from the sale of its stake in Strathclyde Buses. ",EdnaFernandes
"British entrepreneur Richard Branson's Virgin Group Friday clinched a British rail franchise and said it planned to spend an extra 250 million pounds ($420 million) on new trains and increased services. He won control of the CrossCountry service, which covers more than 130 stations and is based in the central British city of Birmingham. The company, with 842 employees and passenger revenues worth 108 million pounds ($181.3 million) in the year to March, is part of the national rail network that is in the process of being privatised. ""Virgin believes that it can be built into one of the prime rail franchises serving several markets... Exciting times are ahead,"" Branson told a London news briefing. The Virgin empire, which spans everything from its airline, music and financial services to its own-label cola, already has a major rail business. It is a partner in the London and Continental Railways (LCR) consortium which owns the Eurostar passenger service that links London with Paris and Brussels through the Channel Tunnel. Will Whitehorn, director of Virgin Rail, told Reuters, ""Our key plan is to buy a new fleet, spending 250 million pounds ($419.7 million) on new rolling stock, agreed as part of the bid."" The order will be placed next year, with the first deliveries due in 2002. Under financial terms, the government subsidy in the first year of the 15-year franchise will be 112.9 million pounds ($189.6 million). That subsidy has been cut from the 1996/97 level of 127 million pounds ($213.2 million) and will average 36.4 million ($61.1 million) over the life of the franchise term. Whitehorn said the subsidy will be eroded over the 15-year term and in the final year Virgin Rail will make a 10 million pound ($16.9 million) payment to the government. Sir George Young, transport secretary said, ""This deal is final proof of the renaissance which is sweeping through Britain's railway industry... Virgin will take a loss-making nationalised company and transform it within 15 years into a profitable enterprise."" Virgin will refurbish the company's HST 125 diesel trains and has pledged to increase train miles by 14 percent between May 1998 and 2002. The services will be rebranded under the Virgin name and cover destinations across England, Scotland and Wales. This is the first rail franchise to be awarded to Virgin Rail which also bid unsuccessfully for the Gatwick Express route. But Virgin is on the shortlist for the West Coast rail franchise and has a bid in for the Thameslink service in London. Of 25 rail franchises covering passenger services across Britain, the government has sold 14 to the private sector as part of its privatisation of the network. ",EdnaFernandes
"British entrepreneur Richard Branson's Virgin Group said on Friday it had clinched the CrossCountry passenger rail franchise and planned to spend an extra 250 million pounds ($420 million) on new trains and increased services. CrossCountry, which covers more than 100 stations and is based in the central British city of Birmingham, is one of the last few passenger rail franchises to be awarded under Britain's rail priavatisation programme. The company has 842 staff and in the year to March 30 passenger revenues were 108 million pounds. ""Our key plan is to buy a new fleet, spending 250 million on new rolling stock, agreed as part of the bid,"" Will Whitehorn, director of Virgin Rail, said in an interview. Train orders will be placed next year, with the first deliveries due to be made in 2002. Under Virgin's financial terms with the government, it will get a subsidy in the first year of the 15 year franchise of 115 million pounds. This is 12 million pounds less than in 1996/97. Whitehorn said the subsidy will be eroded over the 15 year term and in the final year Virgin Rail will make a 10 million payment to the government. It will refurbish existing HST 125 diesel trains and has pledged to increase train miles by 14 percent. ""We will grow the service, we will not cut them."" he said. The services will be rebranded under the Virgin name and cover destinations across England, Scotland and Wales. This is the first rail franchise to be awarded to Virgin Rail which also bid unsuccessfully for the Gatwick Express route which went to National Express buses. But Virgin is on the shortlist for the West Coast rail franchise and has a bid in for the Thameslink service in London. There are 25 rail franchises in all, covering passenger services across Britain. So far the government has sold 14 franchises to the private sector as part of its privatisation of the entire network. The Virgin empire, which spans everything from its airline, music and financial services to its own-label cola, already has a major rail business. It is a partner in the London and Continental Railways consortium which owns the Eurostar passenger service linking London with Paris and Brussels through the Channel Tunnel. Service through the Channel Tunnel were suspended last week after a serious fire. Whitehorn refused to comment on the financial impact of the closure of Eurotunnel's tunnel. LCR has said that it needs to raise Eurostar's passenger traffic to fund construction of the Channel Tunnel Rail Link between the tunnel and London. ($1=.5956 Pound) ",EdnaFernandes
"Virgin Rail group, the rail division of Entrepreur Richard branson's Virgin Group, said on Friday it planned to spend 250 million stg on new rolling stock after announcing it has won the CrossCountry rail franchise. Will Whitehorn, director of Virgin Rail, told Reuters  ""Our key plan is to buy a new fleet, spending 250 million (stg) on new rolling stock, agreed as part of the bid."" The order will be placed next year, with delivery starting in 20002. He also said the government subsidy in the first year of the 15 year franchise will be 115 million pounds.   The 115 million subsidy will be payable to Virgin in the first year of the new operation and has been reduced from the 1996/97 subsidy level of 127 million. Whitehorn said the subsidy will be eroded over the 15 year term and in the final year Virgin Rail will make a 10 milliong payment to the government. It will refurbish the HST 125 diesel trains and pledges to increase train miles by 14 percent. ""We will grow the service, we will not cut them."" he said. It plans to introduce a series of initiatives on the CrossCountry franchise, the first to be won by Virgin. CrossCountry had 108 million stg in passenger revenues in the year to March 31. It employs 842 staff and covers services linking England, Scotland and Wales. -- London Newsroom +44 171 542 7717 ",EdnaFernandes
